GRAPHEME	NAME
ʏ̃ː	long nasalized rounded near-close near-front vowel
ʏ̃ˤ	pharyngealized nasalized rounded near-close near-front vowel
ʏ̆	ultra-short rounded near-close near-front vowel
ʏ̈	centralized rounded near-close near-front vowel
ʏ̌	rounded near-close near-front with_rising_tone vowel
ʏ̘	advanced-tongue-root rounded near-close near-front vowel
ʏ̘ː	long advanced-tongue-root rounded near-close near-front vowel
ʏ̘ˠ	velarized advanced-tongue-root rounded near-close near-front vowel
ʏ̙	retracted-tongue-root rounded near-close near-front vowel
ʏ̙ː	long retracted-tongue-root rounded near-close near-front vowel
ʏ̙ˠ	velarized retracted-tongue-root rounded near-close near-front vowel
ʏ̜	less-rounded rounded near-close near-front vowel
ʏ̜ː	long less-rounded rounded near-close near-front vowel
ʏ̜ˑ	mid-long less-rounded rounded near-close near-front vowel
ʏ̜ˑ̠	mid-long retracted less-rounded rounded near-close near-front vowel
ʏ̝	raised rounded near-close near-front vowel
ʏ̝ˑ	mid-long raised rounded near-close near-front vowel
ʏ̝̂	raised rounded near-close near-front with_falling_tone vowel
ʏ̝̂ː	long raised rounded near-close near-front with_falling_tone vowel
ʏ̞	lowered rounded near-close near-front vowel
ʏ̞ˑ	mid-long lowered rounded near-close near-front vowel
ʏ̟	advanced rounded near-close near-front vowel
ʏ̠	retracted rounded near-close near-front vowel
ʏ̤	breathy rounded near-close near-front vowel
ʏ̤ː	long breathy rounded near-close near-front vowel
ʏ̤ˠ	velarized breathy rounded near-close near-front vowel
ʏ̤ˤ	pharyngealized breathy rounded near-close near-front vowel
ʏ̥	devoiced rounded near-close near-front vowel
ʏ̥ː	long devoiced rounded near-close near-front vowel
ʏ̥ˠ	velarized devoiced rounded near-close near-front vowel
ʏ̥ˤ	pharyngealized devoiced rounded near-close near-front vowel
ʏ̥̃	nasalized devoiced rounded near-close near-front vowel
ʏ̥̃ː	long nasalized devoiced rounded near-close near-front vowel
ʏ̥̤	devoiced breathy rounded near-close near-front vowel
ʏ̥̯	non-syllabic devoiced rounded near-close near-front vowel
ʏ̥̯ː	long non-syllabic devoiced rounded near-close near-front vowel
ʏ̥̯̃	non-syllabic nasalized devoiced rounded near-close near-front vowel
ʏ̥̯̃ː	long non-syllabic nasalized devoiced rounded near-close near-front vowel
ʏ̯	non-syllabic rounded near-close near-front vowel
ʏ̯ː	long non-syllabic rounded near-close near-front vowel
ʏ̯̃	non-syllabic nasalized rounded near-close near-front vowel
ʏ̯̃ː	long non-syllabic nasalized rounded near-close near-front vowel
ʏ̰	creaky rounded near-close near-front vowel
ʏ̰ː	long creaky rounded near-close near-front vowel
ʏ̰ˠ	velarized creaky rounded near-close near-front vowel
ʏ̰ˤ	pharyngealized creaky rounded near-close near-front vowel
ʏ̰̃	nasalized creaky rounded near-close near-front vowel
ʏ̹ˑ	mid-long more-rounded rounded near-close near-front vowel
ʐ	voiced retroflex sibilant fricative consonant
ʐʱ	breathy voiced retroflex sibilant fricative consonant
ʐʱː	long breathy voiced retroflex sibilant fricative consonant
ʐʱˠ	velarized breathy voiced retroflex sibilant fricative consonant
ʐʱˤ	pharyngealized breathy voiced retroflex sibilant fricative consonant
ʐʲ	palatalized voiced retroflex sibilant fricative consonant
ʐʲʱ	palatalized breathy voiced retroflex sibilant fricative consonant
ʐʲʷ	palatalized labialized voiced retroflex sibilant fricative consonant
ʐʲː	palatalized long voiced retroflex sibilant fricative consonant
ʐʷ	labialized voiced retroflex sibilant fricative consonant
ʐʷʱ	labialized breathy voiced retroflex sibilant fricative consonant
ʐʷˀ	labialized glottalized voiced retroflex sibilant fricative consonant
ʐʷː	labialized long voiced retroflex sibilant fricative consonant
ʐʷˠ	labialized velarized voiced retroflex sibilant fricative consonant
ʐʷˤ	labialized pharyngealized voiced retroflex sibilant fricative consonant
ʐˀ	glottalized voiced retroflex sibilant fricative consonant
ʐː	long voiced retroflex sibilant fricative consonant
ʐˠ	velarized voiced retroflex sibilant fricative consonant
ʐˠː	velarized long voiced retroflex sibilant fricative consonant
ʐˤ	pharyngealized voiced retroflex sibilant fricative consonant
ʐˤː	pharyngealized long voiced retroflex sibilant fricative consonant
ʐ̃	nasalized voiced retroflex sibilant fricative consonant
ʐ̃ː	nasalized long voiced retroflex sibilant fricative consonant
ʐ̃ˤ	nasalized pharyngealized voiced retroflex sibilant fricative consonant
ʐ̝	raised voiced retroflex sibilant fricative consonant
ʐ̞	lowered voiced retroflex sibilant fricative consonant
ʐ̟	advanced voiced retroflex sibilant fricative consonant
ʐ̠	retracted voiced retroflex sibilant fricative consonant
ʐ̩	syllabic voiced retroflex sibilant fricative consonant
ʐ̩ʲ	syllabic palatalized voiced retroflex sibilant fricative consonant
ʐ̩ʲː	syllabic palatalized long voiced retroflex sibilant fricative consonant
ʐ̩ʷ	syllabic labialized voiced retroflex sibilant fricative consonant
ʐ̩ʷː	syllabic labialized long voiced retroflex sibilant fricative consonant
ʐ̩ː	syllabic long voiced retroflex sibilant fricative consonant
ʐ̰	creaky voiced retroflex sibilant fricative consonant
ʐ̰ʲ	palatalized creaky voiced retroflex sibilant fricative consonant
ʐ̰ʷ	labialized creaky voiced retroflex sibilant fricative consonant
ʐ̰ː	long creaky voiced retroflex sibilant fricative consonant
ʐ̰ˠ	velarized creaky voiced retroflex sibilant fricative consonant
ʐ̰ˤ	pharyngealized creaky voiced retroflex sibilant fricative consonant
ʐ̰̃	nasalized creaky voiced retroflex sibilant fricative consonant
ʐ̺	voiced apical retroflex sibilant fricative consonant
ʐ̻	voiced laminal retroflex sibilant fricative consonant
ʐᶣ	labio-palatalized voiced retroflex sibilant fricative consonant
ʑ	voiced alveolo-palatal sibilant fricative consonant
ʑʰ	aspirated voiced alveolo-palatal sibilant fricative consonant
ʑʱ	breathy voiced alveolo-palatal sibilant fricative consonant
ʑʱː	long breathy voiced alveolo-palatal sibilant fricative consonant
ʑʱˠ	velarized breathy voiced alveolo-palatal sibilant fricative consonant
ʑʱˤ	pharyngealized breathy voiced alveolo-palatal sibilant fricative consonant
ʑʲ	palatalized voiced alveolo-palatal sibilant fricative consonant
ʑʲʱ	palatalized breathy voiced alveolo-palatal sibilant fricative consonant
ʑʲʷ	palatalized labialized voiced alveolo-palatal sibilant fricative consonant
ʑʲː	palatalized long voiced alveolo-palatal sibilant fricative consonant
ʑʷ	labialized voiced alveolo-palatal sibilant fricative consonant
ʑʷʱ	labialized breathy voiced alveolo-palatal sibilant fricative consonant
ʑʷˀ	labialized glottalized voiced alveolo-palatal sibilant fricative consonant
ʑʷː	labialized long voiced alveolo-palatal sibilant fricative consonant
ʑʷˠ	labialized velarized voiced alveolo-palatal sibilant fricative consonant
ʑʷˤ	labialized pharyngealized voiced alveolo-palatal sibilant fricative consonant
ʑˀ	glottalized voiced alveolo-palatal sibilant fricative consonant
ʑː	long voiced alveolo-palatal sibilant fricative consonant
ʑˠ	velarized voiced alveolo-palatal sibilant fricative consonant
ʑˠː	velarized long voiced alveolo-palatal sibilant fricative consonant
ʑˤ	pharyngealized voiced alveolo-palatal sibilant fricative consonant
ʑˤː	pharyngealized long voiced alveolo-palatal sibilant fricative consonant
ʑ̃	nasalized voiced alveolo-palatal sibilant fricative consonant
ʑ̃ː	nasalized long voiced alveolo-palatal sibilant fricative consonant
ʑ̃ˤ	nasalized pharyngealized voiced alveolo-palatal sibilant fricative consonant
ʑ̝	raised voiced alveolo-palatal sibilant fricative consonant
ʑ̞	lowered voiced alveolo-palatal sibilant fricative consonant
ʑ̟	advanced voiced alveolo-palatal sibilant fricative consonant
ʑ̠	retracted voiced alveolo-palatal sibilant fricative consonant
ʑ̩	syllabic voiced alveolo-palatal sibilant fricative consonant
ʑ̩ʲ	syllabic palatalized voiced alveolo-palatal sibilant fricative consonant
ʑ̩ʲː	syllabic palatalized long voiced alveolo-palatal sibilant fricative consonant
ʑ̩ʷ	syllabic labialized voiced alveolo-palatal sibilant fricative consonant
ʑ̩ʷː	syllabic labialized long voiced alveolo-palatal sibilant fricative consonant
ʑ̩ː	syllabic long voiced alveolo-palatal sibilant fricative consonant
ʑ̰	creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰ʲ	palatalized creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰ʷ	labialized creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰ː	long creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰ˠ	velarized creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰ˤ	pharyngealized creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̰̃	nasalized creaky voiced alveolo-palatal sibilant fricative consonant
ʑ̺	voiced apical alveolo-palatal sibilant fricative consonant
ʑ̻	voiced laminal alveolo-palatal sibilant fricative consonant
ʑᶣ	labio-palatalized voiced alveolo-palatal sibilant fricative consonant
ʒ	voiced post-alveolar sibilant fricative consonant
ʒʰ	aspirated voiced post-alveolar sibilant fricative consonant
ʒʱ	breathy voiced post-alveolar sibilant fricative consonant
ʒʱː	long breathy voiced post-alveolar sibilant fricative consonant
ʒʱˠ	velarized breathy voiced post-alveolar sibilant fricative consonant
ʒʱˤ	pharyngealized breathy voiced post-alveolar sibilant fricative consonant
ʒʲ	palatalized voiced post-alveolar sibilant fricative consonant
ʒʲʱ	palatalized breathy voiced post-alveolar sibilant fricative consonant
ʒʲʷ	palatalized labialized voiced post-alveolar sibilant fricative consonant
ʒʲː	palatalized long voiced post-alveolar sibilant fricative consonant
ʒʷ	labialized voiced post-alveolar sibilant fricative consonant
ʒʷʱ	labialized breathy voiced post-alveolar sibilant fricative consonant
ʒʷˀ	labialized glottalized voiced post-alveolar sibilant fricative consonant
ʒʷː	labialized long voiced post-alveolar sibilant fricative consonant
ʒʷˠ	labialized velarized voiced post-alveolar sibilant fricative consonant
ʒʷˤ	labialized pharyngealized voiced post-alveolar sibilant fricative consonant
ʒˀ	glottalized voiced post-alveolar sibilant fricative consonant
ʒː	long voiced post-alveolar sibilant fricative consonant
ʒˠ	velarized voiced post-alveolar sibilant fricative consonant
ʒˠː	velarized long voiced post-alveolar sibilant fricative consonant
ʒˤ	pharyngealized voiced post-alveolar sibilant fricative consonant
ʒˤː	pharyngealized long voiced post-alveolar sibilant fricative consonant
ʒ̃	nasalized voiced post-alveolar sibilant fricative consonant
ʒ̃ː	nasalized long voiced post-alveolar sibilant fricative consonant
ʒ̃ˤ	nasalized pharyngealized voiced post-alveolar sibilant fricative consonant
ʒ̊	devoiced voiced post-alveolar sibilant fricative consonant
ʒ̍	syllabic voiced post-alveolar sibilant fricative consonant
ʒ̝	raised voiced post-alveolar sibilant fricative consonant
ʒ̞	lowered voiced post-alveolar sibilant fricative consonant
ʒ̟	advanced voiced post-alveolar sibilant fricative consonant
ʒ̠	retracted voiced post-alveolar sibilant fricative consonant
ʒ̥ʷ	labialized devoiced voiced post-alveolar sibilant fricative consonant
ʒ̩ʲ	syllabic palatalized voiced post-alveolar sibilant fricative consonant
ʒ̩ʲː	syllabic palatalized long voiced post-alveolar sibilant fricative consonant
ʒ̩ʷ	syllabic labialized voiced post-alveolar sibilant fricative consonant
ʒ̩ʷː	syllabic labialized long voiced post-alveolar sibilant fricative consonant
ʒ̩ː	syllabic long voiced post-alveolar sibilant fricative consonant
ʒ̰	creaky voiced post-alveolar sibilant fricative consonant
ʒ̰ʲ	palatalized creaky voiced post-alveolar sibilant fricative consonant
ʒ̰ʷ	labialized creaky voiced post-alveolar sibilant fricative consonant
ʒ̰ː	long creaky voiced post-alveolar sibilant fricative consonant
ʒ̰ˠ	velarized creaky voiced post-alveolar sibilant fricative consonant
ʒ̰ˤ	pharyngealized creaky voiced post-alveolar sibilant fricative consonant
ʒ̰̃	nasalized creaky voiced post-alveolar sibilant fricative consonant
ʒ̺	voiced apical post-alveolar sibilant fricative consonant
ʒ̻	voiced laminal post-alveolar sibilant fricative consonant
ʒ͈ː	strong long voiced post-alveolar sibilant fricative consonant
ʒᶣ	labio-palatalized voiced post-alveolar sibilant fricative consonant
ʔ	voiceless glottal stop consonant
ʔh	voiceless glottal affricate consonant
ʔʰ	aspirated voiceless glottal stop consonant
ʔʰː	aspirated long voiceless glottal stop consonant
ʔʲ	palatalized voiceless glottal stop consonant
ʔʲʰ	palatalized aspirated voiceless glottal stop consonant
ʔʲʰː	palatalized aspirated long voiceless glottal stop consonant
ʔʲʷ	palatalized labialized voiceless glottal stop consonant
ʔʲː	palatalized long voiceless glottal stop consonant
ʔʷ	labialized voiceless glottal stop consonant
ʔʷʰ	labialized aspirated voiceless glottal stop consonant
ʔʷʰː	labialized aspirated long voiceless glottal stop consonant
ʔʷː	labialized long voiceless glottal stop consonant
ʔʷˠ	labialized velarized voiceless glottal stop consonant
ʔʷˤ	labialized pharyngealized voiceless glottal stop consonant
ʔː	long voiceless glottal stop consonant
ʔˠ	velarized voiceless glottal stop consonant
ʔˠː	velarized long voiceless glottal stop consonant
ʔˤ	pharyngealized voiceless glottal stop consonant
ʔˤː	pharyngealized long voiceless glottal stop consonant
ʔ̃	nasalized voiceless glottal stop consonant
ʔ̞	lowered voiceless glottal stop consonant
ʔ̟	advanced voiceless glottal stop consonant
ʔ̠	retracted voiceless glottal stop consonant
ʔ̥	devoiced voiceless glottal stop consonant
ʔ̩	syllabic voiceless glottal stop consonant
ʔ̩ʲ	syllabic palatalized voiceless glottal stop consonant
ʔ̩ʲː	syllabic palatalized long voiceless glottal stop consonant
ʔ̩ʷ	syllabic labialized voiceless glottal stop consonant
ʔ̩ʷː	syllabic labialized long voiceless glottal stop consonant
ʔ̩ː	syllabic long voiceless glottal stop consonant
ʔ̬	revoiced voiceless glottal stop consonant
ʔᶣ	labio-palatalized voiceless glottal stop consonant
ʔ’	voiceless glottal ejective stop consonant
ʔ’ʷ	labialized voiceless glottal ejective stop consonant
ʕ	voiced pharyngeal fricative consonant
ʕʱ	breathy voiced pharyngeal fricative consonant
ʕʱː	long breathy voiced pharyngeal fricative consonant
ʕʱˠ	velarized breathy voiced pharyngeal fricative consonant
ʕʱˤ	pharyngealized breathy voiced pharyngeal fricative consonant
ʕʲ	palatalized voiced pharyngeal fricative consonant
ʕʲʱ	palatalized breathy voiced pharyngeal fricative consonant
ʕʲʷ	palatalized labialized voiced pharyngeal fricative consonant
ʕʲː	palatalized long voiced pharyngeal fricative consonant
ʕʷ	labialized voiced pharyngeal fricative consonant
